,AKT,AP1,ERK,Ecadherin,EpCAM,Fvalue,GLI,GRB2SOS,GSK3b,IKK,MDM2,MEK,MYC,NFKB,NOTCH,PI3K,RAF,RAS,SMAD23,SMAD4,Snail,TAK1,TGFBR,TGFb,THY1,Twist1,ZEB1,bcatenin,miR200,miR34,p38,p53
doubleIndegree,8.0,8.0,10.0,6.0,12.0,190.0,6.0,2.0,8.0,4.0,4.0,4.0,12.0,4.0,6.0,6.0,6.0,2.0,4.0,6.0,14.0,2.0,2.0,2.0,8.0,6.0,8.0,6.0,8.0,10.0,4.0,2.0
"[('miR34', 1)]",0.0,0.0,0.0,0.08333333333333333,0.0,-0.01381578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,-0.10416666666666667,0.0,0.0,0.0,0.0,0.0,-0.15178571428571427,0.0,0.0,0.0,-0.03125,0.041666666666666664,-0.03125,0.0,0.0,-0.025,0.0,0.0
"[('ZEB1', 1)]",0.0,0.0,0.0,0.041666666666666664,0.010416666666666666,0.017763157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0375,0.0,0.0
"[('ERK', 0)]",0.0,-0.1875,0.0625,-0.041666666666666664,0.052083333333333336,-0.046052631578947366,-0.16666666666666666,0.0,0.0,-0.0625,0.0,-0.25,0.03125,0.0,-0.020833333333333332,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.22321428571428573,0.0,0.0,0.0,-0.03125,-0.041666666666666664,-0.09375,0.0,0.0,0.0125,0.0,0.0
"[('SMAD4', 0)]",0.0,-0.0625,-0.0625,0.0,0.010416666666666666,-0.028289473684210528,-0.16666666666666666,0.0,0.0,-0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2916666666666667,-0.09821428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('SMAD23', 1)]",-0.125,0.0625,0.0625,0.041666666666666664,0.010416666666666666,0.05131578947368421,0.16666666666666666,0.0,0.0,0.1875,0.25,0.0,0.052083333333333336,0.0,0.020833333333333332,0.0,0.0,0.0,1.0,0.16666666666666666,0.09821428571428571,0.0,0.0,0.0,-0.09375,-0.041666666666666664,-0.03125,0.0,0.03125,0.0375,0.0,0.0
"[('p38', 1)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('RAS', 0)]",-0.125,0.0,0.0,0.0,0.0,-0.04671052631578947,-0.08333333333333333,0.0,0.0,-0.1875,0.0,0.0,0.0,0.0,-0.08333333333333333,-0.16666666666666666,-0.10416666666666667,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08333333333333333,0.0,0.0,-0.5,0.0
"[('AP1', 1)]",0.0,0.265625,0.0,0.0,0.0,0.014473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044642857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('RAS', 1), ('TGFb', 0)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('MEK', 1)]",0.0,0.0,0.0375,0.0,0.0,0.008552631578947369,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('GSK3b', 1)]",0.0,0.0,-0.0375,0.0,0.010416666666666666,-0.019078947368421053,-0.16666666666666666,0.0,-0.15625,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,-0.044642857142857144,0.0,0.0,0.0,0.03125,0.0,-0.03125,0.08333333333333333,0.0,0.0,0.0,0.0
"[('Ecadherin', 0)]",0.0,0.0,0.0,0.16666666666666666,0.0,0.005263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('TAK1', 0)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('MDM2', 1)]",0.0,0.0625,-0.0375,0.041666666666666664,-0.010416666666666666,0.021710526315789475,0.0,0.0,0.0,0.1875,0.5,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046875,0.10416666666666667,-0.03125,0.0,0.078125,0.0375,0.0,0.0
"[('IKK', 1)]",0.0,0.0,0.0,0.0,0.0,0.023026315789473683,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('RAF', 1)]",0.0,0.0,0.0375,0.0,0.0,0.009868421052631578,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('MEK', 0)]",0.0,-0.1875,-0.1375,-0.041666666666666664,0.052083333333333336,-0.035526315789473684,-0.16666666666666666,0.0,0.0,-0.0625,0.0,0.75,0.03125,0.0,-0.020833333333333332,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.22321428571428573,0.0,0.0,0.0,-0.03125,-0.041666666666666664,-0.09375,0.0,0.0,0.0125,0.0,0.0
"[('Snail', 1)]",0.0,0.0625,0.0,-0.125,0.0,0.034210526315789476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.38392857142857145,0.0,0.0,0.0,0.0,0.020833333333333332,0.03125,0.0,0.0,0.0625,0.0,0.0
"[('miR200', 1)]",0.0,0.0,0.0,-0.041666666666666664,-0.010416666666666666,-0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,-0.10416666666666667,0.0,0.0,0.0,0.0,0.0,-0.15178571428571427,0.0,0.0,0.0,-0.03125,0.041666666666666664,-0.140625,0.0,-0.25,-0.1,0.0,0.0
"[('Snail', 0)]",0.0,0.0,0.0,0.08333333333333333,0.0,-0.01381578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0625,0.0,0.0,0.0,0.0,0.0,-0.13392857142857142,0.0,0.0,0.0,-0.03125,0.041666666666666664,-0.03125,0.0,0.0,-0.0625,0.0,0.0
"[('ZEB1', 0)]",0.0,0.0,0.0,-0.041666666666666664,-0.010416666666666666,-0.021710526315789475,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,-0.10416666666666667,0.0,0.0,0.0,0.0,0.0,-0.15178571428571427,0.0,0.0,0.0,-0.03125,0.041666666666666664,-0.015625,0.0,0.0,-0.1,0.0,0.0
"[('EpCAM', 0)]",0.0,0.0,0.0,0.0,0.13541666666666666,0.009210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('TGFb', 0)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('SMAD23', 0)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('bcatenin', 1)]",0.0,0.0,0.0375,0.0,-0.010416666666666666,0.01644736842105263,0.16666666666666666,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.044642857142857144,0.0,0.0,0.0,-0.03125,0.0,0.03125,-0.125,0.0,0.0,0.0,0.0
"[('NOTCH', 1)]",-0.375,0.0625,0.0625,0.041666666666666664,0.010416666666666666,0.05394736842105263,0.16666666666666666,0.0,0.0,0.1875,0.25,0.0,0.052083333333333336,0.5,0.4375,0.0,0.0,0.0,0.5,0.16666666666666666,0.09821428571428571,0.0,0.0,0.0,-0.09375,-0.041666666666666664,-0.03125,0.0,0.03125,0.0375,0.0,0.0
"[('GLI', 1)]",0.0,0.0,0.0,0.0,0.0,0.0125,0.3333333333333333,0.0,-0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('Ecadherin', 1)]",0.0,0.0,0.0,0.25,0.0,0.007894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('TAK1', 1)]",0.0,0.0,0.0,0.0,0.0,0.00625,0.0,0.0,0.0,-0.0625,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0
"[('GSK3b', 0)]",0.0,0.0,0.0375,0.0,-0.010416666666666666,0.01644736842105263,0.16666666666666666,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.044642857142857144,0.0,0.0,0.0,-0.03125,0.0,0.03125,-0.125,0.0,0.0,0.0,0.0
"[('NOTCH', 0)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('THY1', 1)]",0.0,0.0,0.0,0.0,0.0,0.007236842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('MYC', 0)]",0.0,0.0,0.0,0.0,0.0,0.005263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('miR200', 0)]",0.0,0.0,0.0,0.0,0.0,0.007236842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03125,0.0,0.203125,0.0,0.0,0.0
"[('THY1', 0)]",0.0,0.0,0.0,0.0,0.0,0.0059210526315789476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('NFKB', 0)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('p53', 0)]",0.0,0.0625,-0.0375,0.041666666666666664,-0.010416666666666666,0.01644736842105263,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046875,0.10416666666666667,-0.03125,0.0,0.078125,0.0375,0.0,0.5
"[('AKT', 1)]",0.25,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('NFKB', 1)]",0.0,0.0,0.0,0.0,0.0,0.025657894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('TGFBR', 1)]",-0.125,-0.3125,-0.1375,-0.2916666666666667,0.13541666666666666,-0.1368421052631579,-0.3333333333333333,0.0,-0.375,-0.3125,0.25,0.25,-0.03125,0.5,0.3958333333333333,-0.3333333333333333,0.0,-1.0,0.5,-0.3333333333333333,-0.33035714285714285,0.0,1.0,0.0,-0.34375,-0.375,-0.34375,-0.3333333333333333,-0.125,-0.1375,-0.5,0.0
"[('EpCAM', 1)]",0.0,0.0,0.0,0.0,0.13541666666666666,0.007894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,-0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('TGFb', 1)]",-0.375,-0.3125,-0.1375,-0.2916666666666667,0.13541666666666666,-0.21052631578947367,-0.3333333333333333,0.0,-0.375,-0.3125,0.25,0.25,-0.03125,0.0,-0.2708333333333333,-0.3333333333333333,0.0,-1.0,0.0,-0.3333333333333333,-0.33035714285714285,0.0,0.0,0.0,-0.34375,-0.375,-0.34375,-0.3333333333333333,-0.375,-0.1375,-0.5,0.0
"[('miR34', 0)]",0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,-0.010416666666666666,0.0,0.22916666666666666,0.0,0.0,0.0,0.0,0.0,0.11607142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2125,0.0,0.0
"[('ERK', 1)]",-0.125,-0.0625,0.2625,0.041666666666666664,0.13541666666666666,0.021052631578947368,0.3333333333333333,0.0,-0.125,0.1875,0.25,-0.25,0.052083333333333336,0.0,0.22916666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.09821428571428571,0.0,0.0,0.0,-0.21875,-0.20833333333333334,-0.21875,-0.3333333333333333,0.0,0.0625,0.0,0.0
"[('TGFBR', 0)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('SMAD4', 1)]",-0.125,0.0625,0.0625,0.041666666666666664,0.010416666666666666,0.04078947368421053,0.16666666666666666,0.0,0.0,0.1875,0.25,0.0,0.052083333333333336,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.5,0.09821428571428571,0.0,0.0,0.0,-0.09375,-0.041666666666666664,-0.03125,0.0,0.03125,0.0375,0.0,0.0
"[('bcatenin', 0)]",0.0,0.0,-0.0375,0.0,0.010416666666666666,-0.015131578947368421,-0.16666666666666666,0.0,-0.125,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,-0.044642857142857144,0.0,0.0,0.0,0.03125,0.0,-0.03125,0.16666666666666666,0.0,0.0,0.0,0.0
"[('RAS', 1)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('p38', 0)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('PI3K', 0)]",-0.125,0.0,0.0,0.0,0.0,-0.003947368421052632,0.0,0.0,0.0,-0.1875,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('AP1', 0)]",0.0,0.109375,0.0,0.0,0.0,0.0013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.044642857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('GLI', 0)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('PI3K', 1)]",0.125,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('GRB2SOS', 1)]",0.125,0.0,0.0,0.0,0.0,0.002631578947368421,0.0,1.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('MYC', 1)]",0.0,0.0,0.0,0.0,0.0,0.011842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('IKK', 0)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('MDM2', 0)]",-0.25,0.0,0.0375,-0.125,0.03125,-0.06842105263157895,0.0,0.0,0.0,-0.3125,0.5,0.0,-0.07291666666666667,0.0,-0.10416666666666667,0.0,0.0,0.0,0.0,0.0,-0.15178571428571427,0.0,0.0,0.0,-0.21875,-0.041666666666666664,-0.125,0.0,-0.375,-0.2125,0.0,0.0
"[('RAF', 0)]",0.0,0.0,0.0,0.0,0.0,0.007236842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('GRB2SOS', 0)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('Twist1', 1)]",0.0,0.0625,0.0,0.041666666666666664,0.0,0.011842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
"[('p53', 1)]",-0.25,0.0,0.0375,-0.125,0.03125,-0.06842105263157895,0.0,0.0,0.0,-0.3125,0.0,0.0,-0.07291666666666667,0.0,-0.10416666666666667,0.0,0.0,0.0,0.0,0.0,-0.15178571428571427,0.0,0.0,0.0,-0.21875,-0.041666666666666664,-0.125,0.0,-0.375,-0.2125,0.0,1.0
"[('AKT', 0)]",0.0,0.0,0.0,0.0,0.0,-0.005263157894736842,0.0,0.0,0.0,-0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[('Twist1', 0)]",0.0,-0.109375,0.0,-0.041666666666666664,0.0,-0.009868421052631578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.044642857142857144,0.0,0.0,0.0,0.0,-0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0
